Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
1998 montero,23,23,170,19,0.03,https://llantasneumaticos.com/size/mitsubishi/montero/1998/,0,0,0.00,0.03,37100000,"[100,0,0,65,81,81,81,0,100,100,0,0]",2026-03-24,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
medidas volkswagen t cross 2025,24,24,40,19,0.44,https://llantasneumaticos.com/size/volkswagen/t-cross/,0,0,0.00,0.12,7430000,"[0,0,14,100,14,14,14,14,14,14,100,14]",2026-02-26,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
renault clio 1996,13,13,40,14,0.00,https://llantasneumaticos.com/size/renault/clio/1996/,0,0,0.00,0.33,29300000,"[63,18,100,18,36,18,18,18,18,36,18,27]",2026-03-28,"Image pack, Video, Image, Related searches",informational,Organic
neumáticos online,50,50,5400,67,0.24,https://llantasneumaticos.com/?afdtoken=%27+AND+%28SELECT+1+FROM%28SELECT+NAME_CONST%28USER%28%29%2C1%29%2CNAME_CONST%28USER%28%29%2C1%29%29a%29--&clkt=91&is=530x500&nb=0&nm=6&nx=325&ny=88%27&pcsa=false&query=car+wheel+diameter&ts=fenszwfuugvwcgvybwludejsywnrfhw1y2u4nhxidwnrzxqwmtf8fhx8fhw2ndu5zgzizjc2mdqxfhx8mty4mzyxmtu4my40odgxfge4nzi1oti0mtziyzcwmjjhmmziotvjyjzhm2m5zdlkmmyymwy5ndn8fhx8fdf8fdb8mhx8fhwxfhx8fhwwfdb8fhx8fhx8fhx8mhwwfhwwfhx8mhwwffcxmd18fdf8vzewpxwwzjbiy2zjn2flogjkztexywqxmgjlngy4mwy3nmvjzwy1nwzhmtu5fdb8zhatdgvhbwludgvybmv0mtjfm3bofdb8ma%3D%3D%27%27123,0,0,0.00,1,18300000,"[44,36,44,36,44,36,44,36,44,66,44,44]",2026-03-25,"Knowledge panel, Video, Ads bottom, Related searches",informational,Organic
renault koleos 2024,22,22,70,11,0.00,https://llantasneumaticos.com/size/renault/koleos/2024/,0,0,0.00,0.91,0,"[43,29,22,14,10,6,10,10,4,8,6,4]",2026-03-14,"Video, Image, Video Carousel, AI overview","informational, transactional",Organic
opiniones de globales américa,31,31,110,21,0.00,https://llantasneumaticos.com/,0,0,0.00,0.05,6160000,"[8,22,66,66,35,14,10,14,10,4,4,4]",2026-02-12,"Knowledge panel, Video, Image, Hotels Pack, People also ask, Related searches, AI overview",informational,Organic
opiniones de globales américa,51,51,110,21,0.00,https://llantasneumaticos.com/,0,0,0.00,0.05,6160000,"[8,22,66,66,35,14,10,14,10,4,4,4]",2026-02-12,"Knowledge panel, Video, Image, Hotels Pack, People also ask, Related searches, AI overview",informational,Organic
w168 mercedes,19,19,170,12,0.00,https://llantasneumaticos.com/size/mercedes/a-class/w168-1997-2004/,0,0,0.00,0.52,2650000,"[100,65,80,65,53,65,53,53,80,65,65,65]",2026-03-14,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
medidas vw t4,13,13,90,15,0.00,https://llantasneumaticos.com/size/volkswagen/transporter/t4-1996-2003/,0,0,0.00,0,628000,"[52,52,41,52,52,52,82,64,52,64,41,41]",2026-03-20,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
medidas vw t4,66,66,90,15,0.00,https://llantasneumaticos.com/size/volkswagen/multivan/t4-1996-2003/,0,0,0.00,0,628000,"[52,52,41,52,52,52,82,64,52,64,41,41]",2026-03-20,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
precio kia carens 2025,8,8,40,14,0.00,https://llantasneumaticos.com/size/kia/carens/2025/,0,0,0.00,0.6,14400000,"[100,0,14,14,14,28,78,14,14,14,14,14]",2026-03-25,"Image pack, Video, Image, People also ask, Related searches",transactional,Image pack
precio kia carens 2025,27,27,40,14,0.00,https://llantasneumaticos.com/size/kia/carens/2025/,0,0,0.00,0.6,14400000,"[100,0,14,14,14,28,78,14,14,14,14,14]",2026-03-25,"Image pack, Video, Image, People also ask, Related searches",transactional,Organic
precio kia carens 2025,43,43,40,14,0.00,https://llantasneumaticos.com/size/kia/carens/2025/,0,0,0.00,0.6,14400000,"[100,0,14,14,14,28,78,14,14,14,14,14]",2026-03-25,"Image pack, Video, Image, People also ask, Related searches",transactional,Organic
jeep wrangler 1995 yj,23,23,40,13,0.00,https://llantasneumaticos.com/size/jeep/wrangler/yj-1987-1995/,0,0,0.00,0.32,2350000,"[14,14,50,14,64,78,50,28,14,14,14,14]",2026-02-22,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
llantas peugeot partner,8,8,50,8,0.27,https://llantasneumaticos.com/size/peugeot/partner/,0,0,0.00,0.71,0,"[35,35,35,35,28,28,28,50,28,28,35,50]",2026-03-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas peugeot partner,27,27,50,8,0.27,https://llantasneumaticos.com/size/peugeot/partner/2017/,0,0,0.00,0.71,0,"[35,35,35,35,28,28,28,50,28,28,35,50]",2026-03-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas peugeot partner,38,38,50,8,0.27,https://llantasneumaticos.com/size/peugeot/partner/2017/,0,0,0.00,0.71,0,"[35,35,35,35,28,28,28,50,28,28,35,50]",2026-03-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas peugeot partner,39,39,50,8,0.27,https://llantasneumaticos.com/size/peugeot/partner/2017/,0,0,0.00,0.71,0,"[35,35,35,35,28,28,28,50,28,28,35,50]",2026-03-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas peugeot partner,60,60,50,8,0.27,https://llantasneumaticos.com/size/peugeot/partner/b9-2008-2012/,0,0,0.00,0.71,0,"[35,35,35,35,28,28,28,50,28,28,35,50]",2026-03-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas peugeot partner,62,62,50,8,0.27,https://llantasneumaticos.com/size/peugeot/partner/2013/?ysclid=mlj5r7fv3v789709815,0,0,0.00,0.71,0,"[35,35,35,35,28,28,28,50,28,28,35,50]",2026-03-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas peugeot partner,67,67,50,8,0.27,https://llantasneumaticos.com/size/peugeot/partner-tepee/,0,0,0.00,0.71,0,"[35,35,35,35,28,28,28,50,28,28,35,50]",2026-03-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
berlingo 2008,19,19,110,18,0.00,https://llantasneumaticos.com/size/citroen/berlingo/2008/,0,0,0.00,0.17,48000000,"[100,78,100,78,78,64,78,78,64,78,78,78]",2026-03-24,"Image pack, Video, Image, Related searches","informational, transactional",Organic
2000 polo,29,29,140,18,0.00,https://llantasneumaticos.com/size/volkswagen/polo-classic/2000/,0,0,0.00,0,0,"[52,82,82,82,100,64,64,82,82,82,82,64]",2026-03-09,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
2000 polo,30,30,140,18,0.00,https://llantasneumaticos.com/size/volkswagen/polo-classic/2000/,0,0,0.00,0,0,"[52,82,82,82,100,64,64,82,82,82,82,64]",2026-03-09,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
mercedes m class w164,86,86,210,,0.04,https://llantasneumaticos.com/size/mercedes/m-class/w164-2008-2011/,0,0,0.00,0.99,9790000,"[65,100,65,100,80,100,80,80,65,80,80,80]",2026-02-14,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
toyota fortuner toyota,93,93,390,14,0.00,https://llantasneumaticos.com/size/toyota/fortuner/,0,0,0.00,0.2,62100000,"[66,100,81,81,100,81,81,81,81,81,100,81]",2026-02-11,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
f-100 ford,33,43,260,19,0.02,https://llantasneumaticos.com/size/ford/f-100/,0,0,0.00,0.03,929000000,"[32,0,0,0,0,0,0,0,72,72,0,100]",2026-03-31,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
f-100 ford,40,43,260,19,0.02,https://llantasneumaticos.com/size/ford/f-100/,0,0,0.00,0.03,929000000,"[32,0,0,0,0,0,0,0,72,72,0,100]",2026-03-31,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
ruedas 165 65 r14,38,38,70,9,0.19,https://llantasneumaticos.com/tire/iso-metric-165-65-R-14/,0,0,0.00,1,360000,"[6,9,6,9,9,12,9,9,12,9,9,9]",2026-02-27,"Video, Popular products, Related searches",commercial,Organic
suv kia sportage 2017,77,77,590,18,0.14,https://llantasneumaticos.com/size/kia/sportage/2017/?ysclid=mmjgl81bzo940542166,0,0,0.00,0.95,0,"[81,81,100,100,81,100,81,81,81,81,81,66]",2026-03-18,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
tabla equivalencias neumáticos 4x4,29,29,170,8,0.00,https://llantasneumaticos.com/,0,0,0.00,0.04,3510,"[66,53,53,35,43,35,23,28,35,43,35,35]",2026-03-21,"Image pack, Related searches, AI overview",informational,Organic
tabla equivalencias neumáticos 4x4,53,53,170,8,0.00,https://llantasneumaticos.com/,0,0,0.00,0.04,3510,"[66,53,53,35,43,35,23,28,35,43,35,35]",2026-03-21,"Image pack, Related searches, AI overview",informational,Organic
tamaño kia niro,40,40,40,14,0.00,https://llantasneumaticos.com/size/kia/niro/,0,0,0.00,0.11,0,"[42,57,100,71,42,57,57,71,57,71,28,57]",2026-03-07,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
ruedas 195 60 r15,36,36,50,8,0.18,https://llantasneumaticos.com/tire/iso-metric-195-60-R-15/,0,0,0.00,1,0,"[35,21,28,35,50,28,100,50,50,35,35,28]",2026-03-16,"Popular products, Related searches","commercial, informational",Organic
amarok 2024,24,24,260,12,3.35,https://llantasneumaticos.com/size/volkswagen/amarok/2024/,0,0,0.00,0.66,36600000,"[48,48,59,26,26,17,26,21,21,7,7,7]",2026-03-20,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
neumáticos toyota rav4 hybrid,12,12,70,10,0.26,https://llantasneumaticos.com/size/toyota/rav4/xa50-2019-now/,0,0,0.00,0.96,0,"[64,50,100,35,50,35,28,14,35,35,35,35]",2026-03-07,"Image pack, Video, Image, Related searches","commercial, informational",Organic
neumáticos toyota rav4 hybrid,28,28,70,10,0.26,https://llantasneumaticos.com/size/toyota/rav4/2025/?ysclid=mlyqah15g1817974878,0,0,0.00,0.96,0,"[64,50,100,35,50,35,28,14,35,35,35,35]",2026-03-07,"Image pack, Video, Image, Related searches","commercial, informational",Organic
neumáticos toyota rav4 hybrid,39,39,70,10,0.26,https://llantasneumaticos.com/size/toyota/rav4/,0,0,0.00,0.96,0,"[64,50,100,35,50,35,28,14,35,35,35,35]",2026-03-07,"Image pack, Video, Image, Related searches","commercial, informational",Organic
neumáticos toyota rav4 hybrid,73,73,70,10,0.26,https://llantasneumaticos.com/size/toyota/rav4/,0,0,0.00,0.96,0,"[64,50,100,35,50,35,28,14,35,35,35,35]",2026-03-07,"Image pack, Video, Image, Related searches","commercial, informational",Organic
neumáticos toyota rav4 hybrid,76,76,70,10,0.26,https://llantasneumaticos.com/size/toyota/rav4/,0,0,0.00,0.96,0,"[64,50,100,35,50,35,28,14,35,35,35,35]",2026-03-07,"Image pack, Video, Image, Related searches","commercial, informational",Organic
06 audi rs4,70,70,90,18,0.00,https://llantasneumaticos.com/size/audi/rs4/2006/,0,0,0.00,0.08,5250000,"[63,63,100,81,100,100,81,81,63,81,63,81]",2026-03-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
06 audi rs4,81,81,90,18,0.00,https://llantasneumaticos.com/size/audi/rs4/2006/,0,0,0.00,0.08,5250000,"[63,63,100,81,100,100,81,81,63,81,63,81]",2026-03-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
neumáticos imperial opiniones,39,39,90,10,0.00,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.92,1210000,"[5,8,5,6,6,6,6,10,5,6,6,3]",2026-03-03,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
sail chevrolet,19,19,140,11,0.00,https://llantasneumaticos.com/size/chevrolet/sail/,0,0,0.00,0.16,0,"[9,9,9,100,100,100,80,66,100,100,80,100]",2026-03-16,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
medidas peugeot 308,34,34,880,17,0.75,https://llantasneumaticos.com/size/peugeot/308/,0,0,0.00,0.08,1980000,"[100,100,72,88,72,88,59,100,88,72,48,59]",2026-02-14,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
ford mondeo 2012 hatchback,27,27,110,19,0.05,https://llantasneumaticos.com/size/ford/mondeo/2012/,0,0,0.00,0.27,0,"[80,4,23,19,19,9,80,80,80,100,66,80]",2026-03-08,"Image pack, Video, Image, Related searches",informational,Organic
mazda cx-60 medidas,48,48,70,14,0.00,https://llantasneumaticos.com/size/mazda/cx-60/,0,0,0.00,0,1060000,"[19,65,26,26,19,34,11,19,26,19,42,42]",2026-02-28,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
medidas tiguan 2024,40,40,1000,19,0.00,https://llantasneumaticos.com/size/volkswagen/tiguan/2024/,0,0,0.00,0.02,4590000,"[66,100,66,79,79,79,36,30,4,3,2,2]",2026-02-09,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
audi s5 2019,22,22,40,13,0.00,https://llantasneumaticos.com/size/audi/s5/2019/,0,0,0.00,0.24,0,"[14,14,14,14,78,14,100,14,14,14,14,14]",2026-03-09,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
audi s5 2019,28,28,40,13,0.00,https://llantasneumaticos.com/size/audi/s5/2019/,0,0,0.00,0.24,0,"[14,14,14,14,78,14,100,14,14,14,14,14]",2026-03-09,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
citroen spacetourer medidas,47,47,70,13,0.00,https://llantasneumaticos.com/size/citroen/spacetourer/,0,0,0.00,0.08,0,"[23,23,23,82,64,23,82,82,23,23,17,23]",2026-03-16,"Image pack, Video, Image, Related searches",informational,Organic
citroen spacetourer medidas,80,80,70,13,0.00,https://llantasneumaticos.com/?nocache=1%27nvOpzp,0,0,0.00,0.08,0,"[23,23,23,82,64,23,82,82,23,23,17,23]",2026-03-16,"Image pack, Video, Image, Related searches",informational,Organic
llantas opel corsa d,19,19,40,8,0.00,https://llantasneumaticos.com/size/opel/corsa/,0,0,0.00,0.96,2090000,"[28,21,35,78,21,28,14,28,28,21,21,21]",2026-02-20,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas opel corsa d,30,30,40,8,0.00,https://llantasneumaticos.com/size/opel/corsa-opc/,0,0,0.00,0.96,2090000,"[28,21,35,78,21,28,14,28,28,21,21,21]",2026-02-20,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas opel corsa d,65,65,40,8,0.00,https://llantasneumaticos.com/size/opel/corsa/d-s07-2010-2011/,0,0,0.00,0.96,2090000,"[28,21,35,78,21,28,14,28,28,21,21,21]",2026-02-20,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas opel corsa d,80,80,40,8,0.00,https://llantasneumaticos.com/size/opel/corsa/2013/,0,0,0.00,0.96,2090000,"[28,21,35,78,21,28,14,28,28,21,21,21]",2026-02-20,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
kangoo 2008,18,18,70,16,0.00,https://llantasneumaticos.com/size/renault/kangoo/2008/,0,0,0.00,0.07,0,"[33,23,33,9,9,66,66,66,42,42,33,9]",2026-03-06,"Image pack, Video, Image, Related searches",informational,Organic
175 60 r15,41,41,40,8,0.19,https://llantasneumaticos.com/tire/iso-metric-175-60-R-15/,0,0,0.00,1,12600000,"[7,7,5,7,5,7,5,12,12,12,12,12]",2026-02-19,"People also ask, Popular products, Related searches",commercial,Organic
bmw llantas,23,23,260,12,0.08,https://llantasneumaticos.com/size/bmw/,0,0,0.00,0.99,198,"[9,7,9,26,5,5,17,72,14,17,100,48]",2026-03-20,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
audi sq8 sportback e tron precio,87,87,50,,0.00,https://llantasneumaticos.com/size/audi/sq8-sportback-e-tron/,0,0,0.00,0.33,2520000,"[23,11,23,11,11,100,11,82,11,0,23,11]",2026-02-15,"Video, Image, People also ask, Related searches, AI overview","navigational, transactional",Organic
toyota 2002 celica,46,46,90,17,0.00,https://llantasneumaticos.com/size/toyota/celica/2002/,0,0,0.00,0.03,10900000,"[1,1,1,1,1,1,1,16,13,13,13,10]",2026-02-09,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
saturn spider,16,16,90,30,0.00,https://llantasneumaticos.com/size/saturn/sky/,0,0,0.00,0,13100000,"[23,33,66,42,42,52,52,33,52,52,52,33]",2026-02-13,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
crv 2012,31,31,260,21,0.10,https://llantasneumaticos.com/size/honda/cr-v/2012/,0,0,0.00,0.59,156000000,"[81,53,65,81,53,81,53,81,81,65,100,81]",2026-02-11,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ax,86,86,3600,28,0.64,https://llantasneumaticos.com/size/citroen/ax/,0,0,0.00,0.11,329000000,"[100,35,35,35,44,35,35,35,35,35,35,35]",2026-03-30,"Instant answer, Knowledge panel, Image pack, Video, AI overview",informational,Organic
2020 mercedes gla,70,70,170,23,0.11,https://llantasneumaticos.com/size/mercedes/gla/2020/,0,0,0.00,0.88,33300000,"[2,2,2,2,0,0,44,54,36,54,44,44]",2026-02-25,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
medidas citroen nemo,23,23,40,14,0.00,https://llantasneumaticos.com/size/citroen/nemo/,0,0,0.00,0.33,0,"[100,63,63,18,18,18,18,18,18,18,18,18]",2026-03-12,"Image pack, Image, Related searches, AI overview",informational,Organic
medidas citroen nemo,39,39,40,14,0.00,https://llantasneumaticos.com/size/citroen/nemo/,0,0,0.00,0.33,0,"[100,63,63,18,18,18,18,18,18,18,18,18]",2026-03-12,"Image pack, Image, Related searches, AI overview",informational,Organic
ka ford 2000,23,23,170,20,0.00,https://llantasneumaticos.com/size/ford/ka/2000/,0,0,0.00,0.03,57800000,"[100,100,100,100,100,100,82,82,100,100,82,82]",2026-02-23,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
nissan x trail 2016,22,22,170,20,0.10,https://llantasneumaticos.com/size/nissan/x-trail/2016/,0,0,0.00,0.92,68100000,"[43,53,43,43,43,53,35,28,35,43,35,43]",2026-02-03,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
medidas hrv honda,36,36,110,12,1.10,https://llantasneumaticos.com/size/honda/hr-v/,0,0,0.00,0.15,0,"[52,66,33,52,4,9,23,42,52,100,52,80]",2026-03-06,"Image pack, Video, Featured snippet, Image, Related searches",informational,Organic
medidas hrv honda,39,39,110,12,1.10,https://llantasneumaticos.com/size/honda/hr-v/,0,0,0.00,0.15,0,"[52,66,33,52,4,9,23,42,52,100,52,80]",2026-03-06,"Image pack, Video, Featured snippet, Image, Related searches",informational,Organic
kia caravan 2021,66,66,40,,0.00,https://llantasneumaticos.com/size/kia/carnival/2021/,0,0,0.00,0.05,19900000,"[18,18,100,100,18,18,18,18,18,18,18,18]",2026-02-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
bmw z42006,23,23,110,20,0.00,https://llantasneumaticos.com/size/bmw/z4/2006/,0,0,0.00,0.03,204000,"[78,64,100,64,100,78,78,78,100,78,100,78]",2026-03-05,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
ka ford 2005,29,29,90,19,0.03,https://llantasneumaticos.com/size/ford/ka/2005/,0,0,0.00,0.04,43100000,"[50,50,50,28,78,78,64,100,78,78,78,78]",2026-02-23,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
medidas seat arona 2024,24,24,140,16,0.00,https://llantasneumaticos.com/size/seat/arona/2024/,0,0,0.00,0.02,315000,"[100,100,53,80,53,65,26,34,26,19,26,15]",2026-02-09,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
medidas seat arona 2024,49,49,140,16,0.00,https://llantasneumaticos.com/size/seat/arona/,0,0,0.00,0.02,315000,"[100,100,53,80,53,65,26,34,26,19,26,15]",2026-02-09,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
kia niro medidas,33,33,1600,24,0.28,https://llantasneumaticos.com/size/kia/niro/,0,0,0.00,0.11,749000,"[84,84,100,84,68,68,84,84,100,84,84,84]",2026-02-19,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
audi a7 2022,23,23,40,17,0.02,https://llantasneumaticos.com/size/audi/a7/2022/,0,0,0.00,0.4,21700000,"[6,4,10,22,8,18,4,4,10,4,4,10]",2026-02-25,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
ford tourneo courier 2025,21,21,210,18,0.43,https://llantasneumaticos.com/size/ford/tourneo-courier/2025/,0,0,0.00,0.97,0,"[34,34,43,43,65,53,81,100,81,65,65,65]",2026-03-11,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
llantas audi a3 8p,10,10,110,9,0.10,https://llantasneumaticos.com/size/audi/a3/8p-2004-2008/eudm/,0,0,0.00,0.99,540000,"[82,82,82,64,64,52,41,64,82,82,82,82]",2026-01-31,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas audi a3 8p,26,26,110,9,0.10,https://llantasneumaticos.com/size/audi/a3/8p-2003-2005/,0,0,0.00,0.99,540000,"[82,82,82,64,64,52,41,64,82,82,82,82]",2026-01-31,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas audi a3 8p,31,31,110,9,0.10,https://llantasneumaticos.com/size/audi/a3/,0,0,0.00,0.99,540000,"[82,82,82,64,64,52,41,64,82,82,82,82]",2026-01-31,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas audi a3 8p,47,47,110,9,0.10,https://llantasneumaticos.com/size/audi/a3/,0,0,0.00,0.99,540000,"[82,82,82,64,64,52,41,64,82,82,82,82]",2026-01-31,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas audi a3 8p,52,52,110,9,0.10,https://llantasneumaticos.com/size/audi/a3/8p-2010-2013/,0,0,0.00,0.99,540000,"[82,82,82,64,64,52,41,64,82,82,82,82]",2026-01-31,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas audi a3 8p,67,67,110,9,0.10,https://llantasneumaticos.com/size/audi/a3/8p-2008-2010/eudm/,0,0,0.00,0.99,540000,"[82,82,82,64,64,52,41,64,82,82,82,82]",2026-01-31,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas golf 3,18,18,50,8,0.00,https://llantasneumaticos.com/size/volkswagen/golf/mk3-a3-1h-1e-1v-1991-1998/,0,0,0.00,0.66,13200000,"[52,52,9,9,9,9,23,33,19,14,9,33]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
llantas golf 3,32,32,50,8,0.00,https://llantasneumaticos.com/size/volkswagen/golf/1995/,0,0,0.00,0.66,13200000,"[52,52,9,9,9,9,23,33,19,14,9,33]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
llantas golf 3,79,79,50,8,0.00,https://llantasneumaticos.com/size/volkswagen/golf-variant/mk3-1v-1993-1999/,0,0,0.00,0.66,13200000,"[52,52,9,9,9,9,23,33,19,14,9,33]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
peugeot 106 fase 1,1,1,40,20,0.00,https://llantasneumaticos.com/size/peugeot/106/phase-1-1991-1996/,0,0,0.00,0.01,1070000,"[1,1,1,1,1,8,1,1,1,1,10,1]",2026-02-19,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
15 honda civic,88,88,210,20,0.03,https://llantasneumaticos.com/size/honda/civic/2015/,0,0,0.00,0.53,192000000,"[0,0,0,0,0,0,0,0,0,81,81,100]",2026-02-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
15 honda civic,95,95,210,20,0.03,https://llantasneumaticos.com/size/honda/civic/2015/,0,0,0.00,0.53,192000000,"[0,0,0,0,0,0,0,0,0,81,81,100]",2026-02-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
peugeot 108 medidas,25,25,110,15,0.00,https://llantasneumaticos.com/size/peugeot/108/,0,0,0.00,0.09,486000,"[52,42,66,66,52,42,66,52,66,52,42,33]",2026-03-31,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
peugeot 108 medidas,56,0,110,15,0.00,https://llantasneumaticos.com/size/peugeot/108/2016/,0,0,0.00,0.09,486000,"[52,42,66,66,52,42,66,52,66,52,42,33]",2026-03-31,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
coche foton,90,90,110,8,0.40,https://llantasneumaticos.com/,0,0,0.00,0.75,8540000,"[6,6,34,65,0,15,12,65,21,21,15,100]",2026-02-09,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
hyundai i10 2024,6,6,170,19,0.46,https://llantasneumaticos.com/size/hyundai/grand-i10/2024/,0,0,0.00,0.85,51300000,"[100,66,43,35,29,22,22,43,22,35,29,18]",2026-01-29,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Image pack
2004 mazda mazda6,16,16,260,23,0.08,https://llantasneumaticos.com/size/mazda/mazda6/2004/,0,0,0.00,0.07,25400000,"[43,82,100,100,66,66,53,66,66,66,66,43]",2026-02-20,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
medida neumatico,44,44,590,19,0.11,https://llantasneumaticos.com/tire/,0,0,0.00,0.06,0,"[81,66,100,81,100,81,81,54,66,66,54,54]",2026-03-19,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
00 toyota corolla,78,78,590,22,0.00,https://llantasneumaticos.com/size/toyota/corolla/e110-1998-2000/,0,0,0.00,0.01,69000000,"[81,100,81,100,81,100,81,100,100,100,100,100]",2026-02-15,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
dimensiones toyota hilux,44,44,70,12,0.00,https://llantasneumaticos.com/size/toyota/hilux/,0,0,0.00,0.01,1740000,"[5,3,6,5,5,0,3,6,6,6,6,6]",2026-02-03,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ibiza dimension,51,51,40,31,0.00,https://llantasneumaticos.com/size/seat/ibiza/,0,0,0.00,0.33,5370000,"[64,11,11,23,11,11,11,100,23,11,11,11]",2026-02-22,"Image pack, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
ibiza dimension,60,60,40,31,0.00,https://llantasneumaticos.com/size/seat/ibiza/,0,0,0.00,0.33,5370000,"[64,11,11,23,11,11,11,100,23,11,11,11]",2026-02-22,"Image pack, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
sw4,37,37,210,12,0.00,https://llantasneumaticos.com/size/toyota/sw4/2024/,0,0,0.00,0.21,0,"[80,53,65,53,65,65,100,100,65,80,80,65]",2026-03-11,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
picasso grande,98,98,140,17,0.22,https://llantasneumaticos.com/size/citroen/grand-c4-picasso/,0,0,0.00,0.91,36300000,"[52,80,66,80,66,52,80,80,80,66,42,52]",2026-02-13,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
